text_id,text,эймериоз,абсцесс,диспепсия молодняка,остертагиоз,мастит,инфекционный ринотрахеит,отёк вымени,тенденит,сибирская язва,лишай,другое
257,"Добрый вечер всем!
 На свою голову купили 2 теленка фермерских (2 нед и 1 мес). У них был сильный понос, можно сказать струя. Похож на какой то вирус, ранее никогда не сталкивались. Наши ветеринары работают ради отметки, только помахали руками... Смотреть как умирают животные не хочется... Поэтому пришлось лечить самим, что есть под рукой. Кололи антибиотик Нитокс 1 раз, тилозина не было, пробиотики тоже не нашли. В первые сутки молоко отобрали и поили отварами: ромашки, иван чая и семенами льна. На вторые сутки добавили белок сырого яйца в кипяченую воду с солью. Ветеринар отказался даже приходить делать систему, сказал что сейчас у многих телята дохнут, все равно умрет. Обругал за то что давали отвары, говорит только молоком поите. Но везде пишут при поносе молоко нельзя, вот и боялись рискнуть. С утра поехали в город, но в вет.аптеке почти ничего нет. Из пробиотика только ветом 1.1 дали, сывороток вообще сказали не привозят из за короткого срока годности. Гамавит витамин последние 2 ампулы взяли. Энрофлон 5 на крайний случай вместо нитокса (надеемся обойтись без него). Глюкозы 5 не было, сказали это только для кошек и собак, делайте 40 подкожно. Домой пришли, прочитали 40 подкожно нельзя (как так, что же теперь нам делать?). Телята худющие, надо же чем то подкормить их... Может разбавить как то, посоветуйте пож-та что нибудь.
 Сегодня 3 сутки уже, дали регидрон им от поноса (для человека был порошок). От отваров коры дуба и ромашки тоже пока не отказались. Гомовит по 5 мл кололи и вечером дали кипяченое молоко по пол литра. Телята вроде повеселели и уже не струя. Систему сами ставить не умеем, под кожно хотели глюкозу и кальций борглюконат сделать. Есть биавит с 80, может в молоко добавить (если без антибиотиков)?",1,0,1,1,0,0,0,0,0,0,0
258,"Добрый день! Помогите вылечить теленка, не знаю, что делать и к кому уже обращаться.
 Купила двоих телят, им было 3 недели, а сейчас им около 2 мес. Сразу один теленок слегка подкашливал, думала, от сена, от пыли. Морда была чистая, ни слез, ни соплей, ни слюней -- ничего. Аппетит хороший. Через неделю заметила, что круто ходит в туалет, а кашель усиливался. Ветеринар осмотрела, сказала, что все в норме. Для облегчения туалета сказала делать клизму 3 литра, в рот уголь активированный -- сходил в туалет. Это типа у него такая особенность. Потом его овечий кал стал зеленым и с противным запахом и было очень много газов. Ветеринар сказала пропоить бифидумбактерином, пропоила -- кал посветлел. Но в туалет все так же тяжело ходит, с массажем живота, иногда с клизмой. Дышит тяжело и кашляет. Вчера в ветаптеке посоветовали сделать энрофлон, сделала пока один укол утром. Анализы сдать негде, советоваться тоже, как видите, особо не с кем... Помогите!!!",0,0,0,0,0,1,0,0,0,0,1
259,"Корова не может подняться на ноги
Корова не может подняться на ноги - при помощи тяжело, но подымается, ходит шатается, пасется, аппетит есть как обычно, жвачка есть, пьет. Чувствительность на ногах есть (проверял иглой) чем лечить и что с ней произошло - травм нет?",0,1,0,0,0,0,0,0,0,0,1
260,"Здравствуйте, у меня такой вопрос: корова ещё не отелилась, с дня на день жду, а в одной дойке сыворотка с кровью, что это может быть и как лечить?",0,0,0,0,1,0,0,0,0,0,0
261,"Корова отелилась почти 1,5 месяца назад. Отел четвертый. После отела у коровки был сильный отек, убавили концентраты, ограничили воду, давали отруби и сено. За две недели отек спал. Стали постепенно выходить на полный рацион. Как только вышли на него, так начал появляться отек, в обед- не очень сильный, вечером - очень сильный, утром- отека нет, и так каждый день. Вымя холодное, молоко чистое. Никакие мази не помогают. Что делать не знаем! Откуда берется отек? А может это и не отек?",0,0,0,0,0,0,0,0,1,0,1
262,"Доброго времени суток! У моей буренки уже 1.5 месяца с шеи опадают волосы (именно только с шеи с двух сторон, на остальных участках тела залысин нет) и чешется. Связались с ветеринаром, проставили вакцину ЛТФ-130 и двукратно с перерывом в 2 недели тетрагидровит. Но шея все равно продолжает лысеть. Отелилась 2 мес назад и буквально через пару недель это началось. Ветеринар разводит руками. Может ли быть это действительно авитаминоз, только сильный, что с двух доз не прошло?
 П. С. Корова стоит в одном сарае с козами и кроликами - все остальные здоровы, не заразились.",0,0,0,0,0,0,0,0,0,1,1
263,"Добрый день всем. дело было так вечером заметил что один бычёк годовалый начал кашлять и не набирал вес прокололи . позже начали кашлять другие тёлки и бычки,но среде них крупный бык есть он вроде не кашляет.вечером после паздбища даю ячмень с кукурузой молотый спят на улице. что может причинай этому (ветеринар сказал из-за мочака кушали траву)",0,0,0,0,0,1,0,0,0,0,1
264,"У коровы отсутствует жвачка. 
Здравствуйте. Нужна ваша помощь. Корова со вчерашнего дня грустная. Сено кушает хорошо, пьёт тоже. Молоко тоже в норме. А жвачки нет, где она?",0,0,0,0,0,0,0,0,1,0,1
265,"у коровы упало молоко за две недели от 30 до 1,ничего не ест",0,0,0,0,1,0,1,0,0,0,0
266,"Как лечить высыпания на коже у коровы?
Здравствуйте, что высыпание у коровы на лопатке. Где-то 2–3 месяца, на другом месте нет. Слеза, слюна и сопля не течёт. Аппетит хороший, молоко не убавила. Как лечить?",0,0,0,0,0,0,0,0,1,1,1
267,"Болит вымя у коровы
Перед отелом у коровы вымя стало очень твердым на ощупь, а когда отелилась увеличилось и стало просто как камень. Молоко идет нормально, без сгустков и крови, но видимо вымя у коровы болит. Может кто подскажет как ей помочь?",0,0,0,0,0,0,1,0,0,0,0
268,"Теленок месячный, с утра была жива здорова попила молочка от коровки, загнали обратно в свой загончик. Прошло часа два, смотрим лежит не встает стонет, охает. Ветврач посоветовала сделать клизму и предположила, что какая-то беломышечная болячка. После клизмы говно нормальное не понос, даже встала ходила какое-то время, делал массаж живота ей. Кто сталкивался с таким, посоветуйте, что можно сделать?",0,0,0,0,0,0,0,1,0,0,1
269,"Корова за месяц до отёла начинает давать молоко с кровью
Здравствуйте! Очень нужен совет. У мамы есть корова, сейчас корова стельная третий раз, в конце февраля отел. Но каждый год за 36–37 дней до отела начинает доить с кровью, лечения не помогают, а чем дальше, тем страшнее — молоко со сгустками крови.",0,0,0,0,1,0,0,0,0,0,0
270,"Телята дорастают до определённого возраста и начинаются проблема с ногами
Телёнку 4 месяца, вечером играл, бегал во дворе, а утром не встал передние ноги поджаты под себя, пробовали ставить его на ноги, на задние упирается, а передние даже не разгибает. Ест и пьёт хорошо. У нас в селе у многих такая проблема, кто телят купил в колхозе. Телята дорастают до определённого возраста и начинаются проблема с ногами. Если сталкивались с такими признаками, подскажите, хоть что это за болезнь. Я думаю это врождённое что-то. Только не знаю, при каких заболеваниях могут быть с возрастом проблема с ногами.",0,0,0,0,0,0,0,1,0,0,1
271,"Всем доброго дня! Пришло и мое время просить помощи. Сколько держим коров, с таким впервые столкнулась. Вчера отелилась первотелка. Вымя расперло до такой степени, что нет сосков. Сдаиваю потихоньку литр-полтора и все. Правая сторона-не дает притронуться. Оставили с ней теленка, но продолжаю ходит сдаивать (никаких сгустков нет). Помогите пожалуйста советом. Что делать? Чем лечить? Корову испортим тем, что до конца не сдаивается?",0,0,0,0,0,0,1,0,0,0,0
272,"Корова не ест, не пьёт
Друзья помогите, корова не ест, не пьёт, с утра чуток воды попила и всё весь день вялая. Молока мало утром дала, кормили как всегда, ничего особенного не давали, днём бициллин сделали — сдвигов нет. Что делать?",0,0,0,0,0,0,0,0,1,0,1
273,"У телёнка пропало зрение, не ест и температурит. Что посоветуете? Спасибо заранее.",0,0,0,0,0,1,0,0,0,0,1
274,У меня телята 3 месяца. У них уже 15 дней жидкий стул. Что делать? Урезали пойло.,1,0,1,1,0,0,0,0,0,0,0
275,По всему телу и на вымени появляются волдыри но это не овод говорят. Ветеринар местный не знает что это,0,0,0,0,0,0,0,0,1,1,1
276,"здравствуйте. у телки на ноге выросла шишка. сначала это было небольшое черное пятно, размером с пятирублевую монету. за зиму выросло раз в двадцать. кожа на поверхности шишики лопается и течет кровь. подскажите, что это за образование и можно ли это лечить?",0,1,0,0,0,0,0,0,1,0,0
277,Здравствуйте. У коровы за 6 месяцев выросла большая шишка. Раньше эта шишка была очень маленькая. Мы мазали мазью и она почти прошла. Но в один прекрасный день она расчесала ее копытом. Шишка начала гноиться. Текла кровь. Чем только не мазали. Врачи не знает что это такое. Обкололи антибиотиками. Вроде шишка перестала расти. Но все равно не проходит. Что это может быть?,0,1,0,0,0,0,0,0,0,0,0
278,"Купила корову, а на дойках прыщи, как бородавки,бугорки... Вет.врач сказал мазать цинковой мазью. А как они начнут проходить и через сколько? Наверно ей больно. Ведь они разные по всей дойке.",0,0,0,0,0,0,0,0,1,1,1
279,"Может ли асцит передаваться наследственным путем у крупно-рогатого скота? Дело в том, что после отела пару месяцев не могла снять отек с вымени у коровы, когда у меня закончился запас прочности и сил, зарезали. Оказалась водянка брюшной полости. Тёлочке от этой коровы сейчас 4 месяца и вот выпуская ее на поле она бежит, а в брюхе бурлит как в бочке с водой, причем утром она обычно отказывается пить, такое происходит и вечером, когда бежит домой. Кушает и пьет нормально, вес набирает хорошо. Может я и перестраховываюсь, но нужен совет, или успокоить или насторожить меня. Пожалуйста кому не трудно, ответьте. У телки хорошие задатки на корову, хочу оставить, но теперь боюсь, что получится как с ее мамой.",0,0,0,0,0,0,1,0,0,0,0
280,"Доброго всем времени суток!
 В июле 17-го года наша корова должна была телиться. Оказалась яловой, а мы уже успели запустить.
 Крыли пару раз, да не покрывалась(плохой врач работала, у неё из 3-х коров ни одна неё покрылась).
 В начале февраля покрыли и успешно, слава Богу!
 В начале прошлой недели начало наливаться вымя.
 Сдоила пару струек, там солоноватая бело-прозрачная липкая жидкость. Сегодня, как только к корове подходжу, у неё из двух задних довей течёт. Из одной струей, из другой капает.
 Что с этим делать? Телится ей ещё не скоро. Только середина срока.",0,0,0,0,1,0,1,0,0,0,0
281,"Делимся опытом лечения копыт у крупного рогатого скота.
Прошу поделиться опытом лечения копыт КРС. Гниль, свищи, гнойники на копытах у скота. Поделитесь опытом, чем пользовались. Может откроете какой-нибудь свой секрет в приготовлении мази) и при каких копытных болячках лучше помогает.",0,1,0,0,0,0,0,0,0,0,1
282,"У моей коровы после отела забился или искривился молочный канал. Молоко доится фонтаном. Подскажите что делать, очень тяжело доить эту долю.",0,0,0,0,1,0,1,0,0,0,0
283,"Почему корова не гуляет, отёл был пять месяцев назад. 
Скажите пжл, корова отелилась пять месяцев назад. Отел прошел отлично. Но она почему-то не гуляет. Что это может быть?",0,0,0,0,1,0,0,0,0,0,1
284,"Всем здравствуйте!
 Подскажите, пожалуйста.
 У нас у быков появились шишки на животе и внутри ушей. Появились резко, у обоих сразу. Породы Джейсерской. Возраст 1,5 года.
 Стоят уже месяц без выгула, зима.
 Коровы стоят рядом чистые.
 Что это может быть и чем лечить?",0,1,0,0,0,0,0,0,0,0,0
285,"Помогите советом! У нас вот такая беда: корова перед отёлом в пятницу с вечера легла и утром не встала. Мы сразу вызвали вет. врача, но увы сразу у нас не ходят...По его совету мы поставили нашей бурёнке 40мл железа, 5 мл тетравита,и 50мл борглюконата. Вет врач пришёл только в воскресенье в обед, поставил ей глюкозу и кальций хлорид внутривенно , 7мл кофеина. Корова при нём же стала телится. Когда вет.врач проверил, то оказалось, что у неё сразу два телёнка шли на выход Вет. врач вытащил сначала одного, затем второго. Телятки оба нормальные, не худые. Сказал, что родового пореза нет, надо кормить и переворачивать, встанет. Корова счистилась сама.В понедельник я поставила ей снов кофеин и кальфосет подкожно в шею 100мл. Вет.врач был во вторник по моей просьбе, сделал ей глюкозу внутривенно и 7мл кофеина, посоветовал её поднять с помощью лебедки, но стало ещё хуже, бедная коровка просто висела и её снова положили только уже на правый бок. Корова ест сено, варёную болтушку, пьёт , нормально опорожняется, но не встаёт. Что делать помогите советом? Я её сдаиваю как могу, молока мало, телят пою от другой коровы. Сегодня понедельник, а корова не встала, пожалуйста дайте ответ на почту Snegirewa060457@mail.ru",0,0,0,0,0,0,0,1,0,0,1
286,"У коровы вымя стало краснеть, как будто загорело на солнце. Сначала чуть-чуть, а теперь всё красное, как будто ожёг.
Вымя обычное, красное, молоко вкус не изменило и даёт столько молока, как всегда, хлопьев нет, не твёрдое. Где-то недели три назад заметила, что волосики на вымени как будто кто-то выстригает. Корова после отёла как месяц, раздаивали, массажировали, думала, что это мышки мазь пробовали, потом стало всё обширнее краснеть, а сейчас все вымя розовое, как будто солнце припалило. Не пойму, что такое? Блин, может аллергия? Но на что? Корм один и тот же, подстилка одна и та же…",0,0,0,0,0,0,1,0,0,1,0
287,"У меня заболела корова, снизился надой с 20 до 2 литров. Молоко с кисловатым привкусом.",0,0,0,0,1,0,1,0,0,0,0
288,"У коровы внутри соска почти у выхода какое-то уплотнение образовалось — корове больно, когда за сосок берёшь в районе шишки. Доить проблема, не даётся, лягается.",0,1,0,0,0,0,0,0,0,0,0
289,"Здравствуйте! хочу помочь маме, которая живет в селе и не имеет доступа в интернет. позвонила сегодня и рассказала, что ее корова, которая недавно отелилась, на протяжении двух последних дней, ведет себя мягко говоря, странно. Временами у животного идет пена изо рта и она грызет кормушку, лижет пол и стену, будто пытаясь что-то выплюнуть. Два дня корова не жевала ""жвачку"", но желудок при этом работал (шумно, как при расстройстве). Подскажите, пожалуйста, что происходит с животным? Как помочь? Заранее, спасибо!",0,0,0,0,0,1,0,0,0,0,1
290,"Чем лечить понос с кровью у телёнка?
У телёнка понос с кровью, что делать? Ничего не кушает.",1,0,0,0,0,0,0,0,0,0,1
291,"Здравствуйте!
 Умер бык, возрастом 1 год 3 месяца. Рано утром увидел лежащего быка в загоне, сразу понял что он здох. На месте видны следы конвульсий, ногами раскидал снег и сильно махал головой, да так что РОГ себе оторвал!!! было много крови. Бык был еще теплый на улице -15 градусов, то есть заметил я его практически после смерти, притом никаких звуков ревов и тд я не слышал. Вскрыв быка необнаружил Никаких патологий, кроме больного легкого темное местами фиолетовое, ну вообщем воспаленное, но не так чтобы там разваливалось. Бык не кашлял , был активным хорошо ел, буквально пред идущем вечером гладил его не заметил ничего.
 В чем может быть причина резкой гибели животного?
 быки в количестве 5 штук одного возраста до 1.5 лет содержаться в загоне кормушка общая, загон новый. ближайшее хозяйство с крс в 15 км, в поселке всего 6 коров 2 из которых у меня. Рязанская область о сибирки в регионе вообще не слышал.осенью не прививал этих быков т.к. сейчас должен проходить забой. на кишечнике и желудках не было поталогий( не пятен, не покраснений, не вздутия полон пищи (сено молотый ячмень жом).
 К сожалению селезенка не сохранилась (собаки)
 бык был разделан, можно ли его употреблять в пищу*?",0,0,0,0,0,1,0,0,0,0,1
292,"всем привет,корова сегодня отелилась отек вымени нужно ли уберать? или сдаивать пощаще,подскажите пожалуйста",0,0,0,0,0,0,1,0,0,0,0
293,"Бычок не ест, что делать?
Здравствуйте, у меня бычок не ест, почти неделя. Ветеринара вызвали, но он толком не знал, ничего сказать не мог, и предположил: может что-то укусило. Я даю корм — смесь всяких зерн. У него есть температура и понос, ну и жвачка есть.",1,0,0,0,0,0,0,0,0,0,1
